model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,0,-0.0196,0.0231,0.0427,0.0012,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,0,-0.0221,-0.0739,-0.0518,-0.0845,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,1,-0.0323,-0.037,-0.0048,0.0015,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,1,-0.0365,0.0051,0.0416,-0.0332,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,1,0.0006,-0.0583,-0.0589,-0.0154,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,1,0.029,0.0186,-0.0105,-0.0036,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,1,-0.0664,-0.0117,0.0547,-0.0443,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,2,-0.0194,-0.0075,0.012,-0.02,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,2,0.0314,0.0474,0.016,0.0032,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,2,0.0093,-0.028,-0.0373,-0.0164,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,2,0.0212,0.0037,-0.0175,-0.0281,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,2,-0.0216,-0.0159,0.0057,-0.0374,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,3,-0.0396,-0.0234,0.0162,0.002,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,3,-0.0301,-0.0247,0.0054,-0.0018,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,3,0.0107,-0.014,-0.0246,0.0274,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,3,-0.0273,-0.023,0.0043,0.0292,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,3,-0.019,-0.0773,-0.0583,0.0196,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,4,0.0201,-0.0224,-0.0426,-0.0043,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,4,0.0002,0.0286,0.0284,-0.0052,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,4,-0.0176,-0.0383,-0.0207,-0.0023,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,4,0.0175,-0.0066,-0.0241,0.0069,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,4,-0.0477,-0.0508,-0.0031,-0.0318,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,5,0.0113,0.0257,0.0144,0.0112,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,5,0.0016,0.0368,0.0352,-0.0095,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,5,0.0113,0.0341,0.0228,0.0397,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,8,5,-0.0216,-0.0484,-0.0268,0.0329,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,16,5,-0.0033,-0.0107,-0.0075,-0.0071,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,0,0.0193,-0.0264,-0.0457,0.0069,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,0,-0.0161,-0.0273,-0.0112,0.018,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,0,-0.0431,-0.0466,-0.0036,0.007,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,0,-0.0357,-0.0204,0.0153,-0.0393,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,0,0.0054,-0.0258,-0.0312,0.005,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,1,0.0255,0.0364,0.0108,0.0108,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,1,0.0322,-0.0472,-0.0794,-0.0096,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,1,-0.0136,-0.0,0.0136,-0.0212,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,1,0.0254,0.0658,0.0404,-0.0233,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,1,-0.0383,0.0249,0.0632,-0.0415,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,2,-0.0309,-0.0453,-0.0144,-0.0138,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,2,-0.0352,-0.0048,0.0304,-0.0143,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,2,-0.0252,0.0557,0.0808,0.0288,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,2,-0.0182,0.0207,0.0389,0.003,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,2,-0.0008,0.0446,0.0455,0.0039,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,3,0.0421,0.027,-0.0151,0.0268,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,3,0.0547,-0.0065,-0.0612,0.0123,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,3,-0.0017,0.0068,0.0084,0.008,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,3,-0.0199,-0.0633,-0.0434,-0.0188,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,3,-0.0447,0.008,0.0526,0.039,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,4,0.0413,0.0257,-0.0156,0.0221,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,4,-0.0155,-0.024,-0.0085,-0.0698,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,4,-0.0351,0.0091,0.0442,0.0131,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,4,0.0048,-0.0238,-0.0285,-0.0362,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,4,-0.0154,-0.0684,-0.053,-0.0213,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,2,5,0.0177,-0.0378,-0.0555,-0.0102,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,3,5,-0.0428,-0.0331,0.0097,-0.0338,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,5,5,0.0189,-0.0999,-0.1188,-0.0388,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,8,5,0.0187,-0.0559,-0.0745,-0.0224,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,28,16,5,-0.0162,-0.0724,-0.0563,0.0248,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,0,0.0642,0.0763,0.0122,0.1081,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,0,0.0642,0.0123,-0.0519,0.053,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,0,0.0642,0.0888,0.0246,0.1123,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,0,0.0642,0.0642,0.0,0.1075,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,0,0.0642,0.0165,-0.0477,0.0586,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,1,0.0487,0.0487,0.0,0.014,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,1,0.0449,0.0487,0.0038,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,2,0.0328,-0.0134,-0.0463,0.0083,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,2,0.0328,0.0328,0.0,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,2,0.0328,0.0328,0.0,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,2,0.0328,-0.0189,-0.0517,-0.0021,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,2,0.0328,-0.0134,-0.0463,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,3,0.0693,0.0141,-0.0551,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,3,0.0693,0.0634,-0.0059,0.0808,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,3,0.0693,-0.0053,-0.0746,0.045,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,3,0.0693,-0.0053,-0.0746,0.045,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,3,0.0693,-0.0022,-0.0715,0.045,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,4,0.0513,-0.0208,-0.0721,0.05,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,4,0.0513,0.0037,-0.0476,0.0456,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,4,0.0513,-0.0145,-0.0658,0.0652,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,4,0.0513,0.0513,0.0,0.0884,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,4,0.0513,-0.0145,-0.0658,0.0652,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,2,5,0.0453,-0.0198,-0.0651,0.0228,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,3,5,0.0453,0.0453,0.0,0.075,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,5,5,0.0453,0.0011,-0.0442,0.0308,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,8,5,0.0453,0.0011,-0.0442,0.0308,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,0,16,5,0.0453,0.0453,0.0,0.0228,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,0,0.0155,-0.0253,-0.0408,-0.0196,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,0,0.0355,-0.0246,-0.0601,0.0039,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,0,-0.0119,-0.0279,-0.016,-0.0201,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,0,-0.0176,-0.029,-0.0114,-0.0114,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,0,-0.0328,-0.0511,-0.0183,-0.0352,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,1,-0.0171,-0.0156,0.0015,0.0058,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,1,0.0231,-0.0246,-0.0477,0.0312,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,1,0.0085,-0.0108,-0.0193,0.018,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,1,0.0028,-0.015,-0.0178,-0.0223,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,1,-0.0588,-0.0104,0.0484,-0.0513,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,2,0.0235,0.0029,-0.0205,0.0224,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,2,-0.0135,0.0316,0.0451,0.0133,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,2,0.0022,-0.0395,-0.0417,0.0104,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,2,-0.0088,0.014,0.0228,-0.018,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,2,-0.0408,-0.0569,-0.0161,-0.0242,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,3,0.0196,0.0023,-0.0173,-0.0334,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,3,0.0063,-0.0211,-0.0274,-0.0247,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,3,-0.0037,-0.0287,-0.025,0.0149,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,3,0.0092,-0.0427,-0.052,0.0504,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,3,-0.0195,-0.0491,-0.0296,-0.0212,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,4,-0.0175,0.0132,0.0307,-0.064,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,4,-0.0131,0.0195,0.0326,-0.0165,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,4,-0.0236,-0.0343,-0.0107,0.0109,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,4,-0.0128,0.0656,0.0784,-0.0201,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,4,-0.0159,-0.0138,0.002,-0.0105,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,2,5,0.0206,-0.0146,-0.0351,-0.0249,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,3,5,0.0124,0.0206,0.0083,-0.0137,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,5,5,0.0072,-0.012,-0.0192,-0.0221,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,8,5,-0.0452,0.0102,0.0553,0.0045,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,4,16,5,-0.0732,0.0281,0.1013,-0.0015,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,0,0.0208,-0.0364,-0.0572,-0.0551,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,0,-0.0192,-0.0463,-0.027,0.0005,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,0,-0.01,-0.0149,-0.0049,-0.0332,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,0,-0.0362,-0.0481,-0.0119,-0.0533,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,0,-0.0679,-0.0705,-0.0026,-0.0308,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,1,-0.0368,-0.0119,0.0249,-0.0233,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,1,-0.0056,-0.0372,-0.0316,-0.0186,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,1,0.0635,-0.0419,-0.1054,-0.0098,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,1,-0.0132,-0.0173,-0.0041,-0.0205,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,1,-0.0144,-0.0162,-0.0018,-0.0283,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,2,-0.063,-0.0016,0.0614,-0.0644,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,2,-0.0476,-0.0427,0.0049,-0.0347,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,2,0.0161,-0.0027,-0.0188,-0.0239,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,2,0.0032,0.0209,0.0177,-0.0286,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,2,0.0247,0.0126,-0.012,-0.0522,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,3,0.033,0.0127,-0.0203,0.0086,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,3,0.0064,-0.0061,-0.0125,0.0352,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,3,0.0098,-0.0106,-0.0204,-0.0422,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,3,-0.029,-0.0163,0.0127,0.0193,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,3,0.0467,-0.0009,-0.0476,-0.0238,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,4,-0.0005,-0.0222,-0.0217,-0.0223,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,4,-0.0233,-0.0215,0.0018,0.026,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,4,0.0013,-0.0159,-0.0172,0.0189,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,4,-0.029,0.0556,0.0845,0.0019,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,4,-0.0229,0.0096,0.0324,0.0184,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,2,5,-0.0183,-0.0146,0.0036,-0.0229,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,3,5,-0.0371,0.0126,0.0497,-0.0465,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,5,5,-0.0281,0.0283,0.0563,0.0082,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,8,5,-0.016,0.0432,0.0591,0.0087,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,8,16,5,-0.0181,-0.048,-0.03,-0.047,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,0,0.009,-0.0119,-0.0209,-0.01,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,0,-0.0226,-0.0285,-0.0059,0.011,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,0,0.0012,-0.0506,-0.0518,-0.0244,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,0,0.0011,-0.0522,-0.0533,0.0036,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,0,0.0226,-0.0763,-0.0989,-0.0254,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,1,0.0297,-0.0159,-0.0455,-0.0245,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,1,-0.0105,-0.0148,-0.0044,-0.0326,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,1,0.0048,0.0187,0.0139,-0.0824,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,1,-0.0315,-0.0344,-0.0029,-0.022,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,1,-0.068,0.0159,0.0839,-0.0115,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,2,0.0109,0.0507,0.0399,-0.0206,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,2,-0.0204,0.0252,0.0456,-0.0267,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,2,0.0059,0.0001,-0.0057,-0.0362,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,2,0.0492,-0.0102,-0.0593,-0.0477,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,2,0.0267,0.0376,0.011,-0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,3,-0.0625,0.0046,0.0671,-0.026,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,3,-0.0279,-0.0572,-0.0293,0.0231,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,3,-0.0206,-0.0057,0.0149,0.0048,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,3,-0.0212,0.0325,0.0537,0.062,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,3,-0.077,0.007,0.084,0.0296,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,4,-0.0381,-0.0102,0.0279,0.0233,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,4,-0.0069,0.0031,0.01,0.0325,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,4,-0.0184,-0.0471,-0.0287,-0.009,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,4,-0.045,-0.0401,0.0049,-0.0319,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,4,-0.0241,-0.0373,-0.0132,0.0012,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,2,5,0.0124,0.0135,0.0011,-0.0072,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,3,5,0.0038,0.0187,0.0149,0.0213,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,5,5,-0.0313,-0.0249,0.0064,-0.0334,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,8,5,0.0032,-0.0315,-0.0348,-0.008,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,12,16,5,-0.011,0.0047,0.0157,-0.002,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,0,-0.0058,0.0163,0.0221,0.0207,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,0,-0.0147,-0.0307,-0.016,-0.0473,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,0,-0.0172,-0.0134,0.0038,-0.0212,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,0,0.01,-0.0427,-0.0528,-0.0165,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,0,-0.0333,0.0038,0.0371,-0.0775,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,1,0.0117,0.0229,0.0113,0.0096,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,1,-0.0161,-0.1023,-0.0862,-0.0857,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,1,-0.0545,-0.0023,0.0522,0.0061,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,1,0.0004,-0.0325,-0.0329,-0.0343,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,1,-0.0783,-0.0234,0.0549,0.0151,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,2,0.0074,-0.0064,-0.0138,-0.0527,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,2,0.0338,-0.0323,-0.0661,0.0059,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,2,-0.0234,-0.0407,-0.0173,-0.0121,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,2,0.0116,-0.0171,-0.0287,-0.0379,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,2,0.0164,-0.0384,-0.0548,-0.006,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,3,-0.0071,0.0048,0.0119,-0.0129,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,3,0.0063,0.0239,0.0176,0.0208,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,3,0.0037,-0.0247,-0.0284,-0.0145,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,3,-0.0102,-0.0049,0.0053,0.0038,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,3,-0.0107,-0.0079,0.0029,-0.0698,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,4,-0.0224,0.0093,0.0317,0.0624,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,4,-0.0237,-0.0362,-0.0126,-0.0249,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,4,-0.0159,-0.0014,0.0146,0.0091,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,4,0.0316,0.0138,-0.0179,-0.0047,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,4,-0.0521,-0.089,-0.0369,-0.0793,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,2,5,0.0118,-0.0232,-0.0351,-0.0121,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,3,5,-0.0008,-0.0019,-0.0011,0.0029,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,5,5,0.0123,-0.015,-0.0273,-0.0296,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,8,5,0.0218,0.0068,-0.015,0.0437,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,16,16,5,-0.0118,-0.1171,-0.1053,-0.0546,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,2,0,-0.0123,0.0125,0.0249,0.0335,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,3,0,0.0252,0.0202,-0.005,0.0143,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,5,0,-0.0051,-0.0216,-0.0165,0.0255,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,8,0,-0.0007,-0.062,-0.0613,-0.0165,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,16,0,-0.0157,-0.0082,0.0076,-0.0442,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,2,1,-0.0159,0.0117,0.0276,-0.0103,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,last,20,3,1,-0.0165,0.03,0.0465,0.0092,42,18
