model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,raw,0.1401,0.032,0.0753,0.0367,-0.0433,,-0.1035,0.0143,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,pca_only,0.145,0.2172,0.075,0.1224,0.1421,0.5079,-0.0226,0.0153,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,per_cloud,0.1495,0.2178,0.0947,0.1208,0.1231,0.5543,-0.0287,0.0074,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,background,0.1463,0.1286,0.0538,0.1239,0.0747,-0.2368,-0.0224,0.0113,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,raw,0.129,0.0329,0.0748,0.0393,-0.042,,-0.0897,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,pca_only,0.1407,0.2167,0.0745,0.178,0.1422,0.5344,0.0373,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,per_cloud,0.1025,0.2168,0.1122,0.1768,0.1045,1.0931,0.0743,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,background,0.1391,0.1275,0.0534,0.1335,0.0741,-0.1573,-0.0057,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,raw,0.1789,0.0329,0.0748,0.066,-0.042,,-0.1129,0.0173,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,pca_only,0.1873,0.2167,0.0745,0.1317,0.1422,0.2068,-0.0555,0.0187,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,per_cloud,0.1697,0.2168,0.1122,0.1613,0.1045,0.4507,-0.0084,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,background,0.1207,0.1275,0.0534,0.1202,0.0741,0.0912,-0.0005,0.0295,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,raw,0.2466,0.0329,0.0748,0.0796,-0.042,,-0.167,0.0273,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,pca_only,0.2514,0.2167,0.0745,0.1002,0.1422,-0.2444,-0.1512,0.0277,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,per_cloud,0.197,0.2168,0.1122,0.0901,0.1045,0.1895,-0.1069,0.0054,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,background,0.2141,0.1242,0.0563,0.0763,0.0679,-1.3233,-0.1377,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,raw,0.1719,0.0329,0.0748,0.0605,-0.042,,-0.1114,0.0175,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,pca_only,0.1791,0.2167,0.0745,0.1324,0.1422,0.2641,-0.0467,0.0186,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,per_cloud,0.1676,0.2168,0.1122,0.1466,0.1045,0.4707,-0.021,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,background,0.1245,0.1242,0.0563,0.1098,0.0679,-0.0038,-0.0147,0.0265,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,raw,0.1377,0.032,0.0753,0.0389,-0.0433,,-0.0988,0.0128,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,pca_only,0.1437,0.2172,0.075,0.1215,0.1421,0.5168,-0.0222,0.0136,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,per_cloud,0.149,0.2178,0.0947,0.1205,0.1231,0.5583,-0.0286,0.0067,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,background,0.1393,0.1278,0.0566,0.1181,0.0712,-0.1609,-0.0212,0.0126,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,raw,0.1311,0.0329,0.0748,0.0391,-0.042,,-0.0919,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,pca_only,0.1457,0.2167,0.0745,0.1789,0.1422,0.4989,0.0332,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,per_cloud,0.1034,0.2168,0.1122,0.1798,0.1045,1.0843,0.0763,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,background,0.141,0.1242,0.0563,0.1335,0.0679,-0.2479,-0.0076,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,raw,0.1765,0.0329,0.0748,0.0659,-0.042,,-0.1106,0.018,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,pca_only,0.1843,0.2167,0.0745,0.1319,0.1422,0.2278,-0.0523,0.0197,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,per_cloud,0.1702,0.2168,0.1122,0.1591,0.1045,0.4452,-0.0111,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,background,0.123,0.1242,0.0563,0.1121,0.0679,0.0186,-0.0109,0.0295,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,raw,0.2747,0.0329,0.0748,0.0933,-0.042,,-0.1813,0.0265,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,pca_only,0.2803,0.2167,0.0745,0.0763,0.1422,-0.4477,-0.204,0.0269,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,per_cloud,0.1956,0.2168,0.1122,0.0969,0.1045,0.2029,-0.0986,0.0063,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,background,0.2061,0.1274,0.0514,0.0826,0.076,-1.036,-0.1235,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,raw,0.1733,0.0329,0.0748,0.062,-0.042,,-0.1113,0.0159,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,pca_only,0.1814,0.2167,0.0745,0.133,0.1422,0.2482,-0.0484,0.017,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,per_cloud,0.1659,0.2168,0.1122,0.1459,0.1045,0.4869,-0.02,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,background,0.1201,0.1274,0.0514,0.1116,0.076,0.0957,-0.0085,0.0275,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,raw,0.136,0.032,0.0753,0.0395,-0.0433,,-0.0965,0.0131,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,pca_only,0.1417,0.2172,0.075,0.1195,0.1421,0.5308,-0.0223,0.0137,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,per_cloud,0.148,0.2178,0.0947,0.1218,0.1231,0.5668,-0.0262,0.0061,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,background,0.1333,0.1265,0.0498,0.1207,0.0768,-0.0887,-0.0126,0.0103,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,raw,0.1259,0.0329,0.0748,0.0381,-0.042,,-0.0878,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,pca_only,0.1427,0.2167,0.0745,0.178,0.1422,0.5202,0.0353,0.0064,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,per_cloud,0.1074,0.2168,0.1122,0.1784,0.1045,1.0463,0.071,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,background,0.145,0.1274,0.0514,0.1326,0.076,-0.2314,-0.0123,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,raw,0.1787,0.0329,0.0748,0.0671,-0.042,,-0.1116,0.0172,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,pca_only,0.187,0.2167,0.0745,0.1329,0.1422,0.2083,-0.0542,0.0186,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,per_cloud,0.1681,0.2168,0.1122,0.1584,0.1045,0.4653,-0.0097,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,background,0.1183,0.1274,0.0514,0.1138,0.076,0.1189,-0.0045,0.0314,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,raw,0.2092,0.0329,0.0748,0.0969,-0.042,,-0.1123,0.0302,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,pca_only,0.2159,0.2167,0.0745,0.1022,0.1422,0.0051,-0.1137,0.0314,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,per_cloud,0.1926,0.2168,0.1122,0.0925,0.1045,0.2314,-0.1001,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,background,0.2089,0.1273,0.0665,0.0832,0.0608,-1.3419,-0.1257,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,raw,0.173,0.0329,0.0748,0.0596,-0.042,,-0.1134,0.0154,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,pca_only,0.1803,0.2167,0.0745,0.1323,0.1422,0.2554,-0.0481,0.0166,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,per_cloud,0.1668,0.2168,0.1122,0.144,0.1045,0.4781,-0.0228,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,background,0.1193,0.1273,0.0665,0.1159,0.0608,0.1306,-0.0034,0.0274,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,raw,0.1345,0.032,0.0753,0.0414,-0.0433,,-0.0931,0.0127,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,pca_only,0.1406,0.2172,0.075,0.1158,0.1421,0.5386,-0.0248,0.0136,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,per_cloud,0.1457,0.2178,0.0947,0.1198,0.1231,0.5856,-0.0259,0.0071,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,background,0.1358,0.1269,0.0648,0.1105,0.0621,-0.1436,-0.0253,0.0119,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,raw,0.1258,0.0329,0.0748,0.0375,-0.042,,-0.0882,0.0041,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,pca_only,0.1435,0.2167,0.0745,0.1725,0.1422,0.5147,0.029,0.005,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,per_cloud,0.1101,0.2168,0.1122,0.174,0.1045,1.0204,0.0639,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,background,0.1444,0.1273,0.0665,0.1397,0.0608,-0.2822,-0.0048,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,raw,0.178,0.0329,0.0748,0.0662,-0.042,,-0.1118,0.0168,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,pca_only,0.185,0.2167,0.0745,0.1337,0.1422,0.2227,-0.0513,0.0184,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,per_cloud,0.1694,0.2168,0.1122,0.1558,0.1045,0.4528,-0.0137,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,background,0.1169,0.1273,0.0665,0.119,0.0608,0.1711,0.0022,0.0313,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,raw,0.2107,0.0329,0.0748,0.1244,-0.042,,-0.0863,0.0184,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,pca_only,0.2142,0.2167,0.0745,0.1051,0.1422,0.0169,-0.1091,0.019,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,per_cloud,0.1931,0.2168,0.1122,0.097,0.1045,0.2268,-0.0961,0.0068,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,background,0.205,0.1234,0.0607,0.0741,0.0626,-1.3021,-0.1309,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,raw,0.1755,0.0329,0.0748,0.0636,-0.042,,-0.1119,0.0143,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,pca_only,0.1825,0.2167,0.0745,0.1311,0.1422,0.2405,-0.0513,0.0152,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,per_cloud,0.1658,0.2168,0.1122,0.1416,0.1045,0.488,-0.0242,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,background,0.1106,0.1234,0.0607,0.1064,0.0626,0.2041,-0.0042,0.0288,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,raw,0.1442,0.032,0.0753,0.0439,-0.0433,,-0.1003,0.0126,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,pca_only,0.1512,0.2172,0.075,0.1194,0.1421,0.4639,-0.0318,0.0131,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,per_cloud,0.1459,0.2178,0.0947,0.1201,0.1231,0.5839,-0.0258,0.0067,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,background,0.1369,0.1241,0.0596,0.1115,0.0645,-0.1999,-0.0254,0.0093,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,raw,0.1446,0.0329,0.0748,0.0371,-0.042,,-0.1075,0.005,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,pca_only,0.1638,0.2167,0.0745,0.1708,0.1422,0.3717,0.007,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,per_cloud,0.1116,0.2168,0.1122,0.1698,0.1045,1.0061,0.0582,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,background,0.1523,0.1234,0.0607,0.1339,0.0626,-0.4619,-0.0185,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,raw,0.1789,0.0329,0.0748,0.0698,-0.042,,-0.1091,0.0171,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,pca_only,0.1864,0.2167,0.0745,0.1311,0.1422,0.213,-0.0552,0.0186,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,per_cloud,0.1655,0.2168,0.1122,0.1573,0.1045,0.4901,-0.0083,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,background,0.1078,0.1234,0.0607,0.1086,0.0626,0.249,0.0008,0.0331,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,raw,0.143,0.0329,0.0748,0.103,-0.042,,-0.04,0.0235,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,pca_only,0.1444,0.2167,0.0745,0.0613,0.1422,0.5079,-0.0831,0.0248,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,per_cloud,0.194,0.2168,0.1122,0.1394,0.1045,0.2177,-0.0546,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,background,0.2133,0.1256,0.0535,0.0848,0.072,-1.2181,-0.1285,0.0106,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,raw,0.1947,0.0329,0.0748,0.0646,-0.042,,-0.1302,0.0133,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,pca_only,0.2025,0.2167,0.0745,0.135,0.1422,0.0996,-0.0675,0.0138,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,per_cloud,0.1676,0.2168,0.1122,0.1434,0.1045,0.4702,-0.0242,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,background,0.1407,0.1256,0.0535,0.1252,0.072,-0.2108,-0.0155,0.0176,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,raw,0.1446,0.032,0.0753,0.0463,-0.0433,,-0.0982,0.0149,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,pca_only,0.1518,0.2172,0.075,0.1259,0.1421,0.4602,-0.0259,0.0159,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,per_cloud,0.1495,0.2178,0.0947,0.1233,0.1231,0.5546,-0.0262,0.0083,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,background,0.141,0.1264,0.0534,0.1201,0.073,-0.2001,-0.021,0.0095,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,raw,0.139,0.0329,0.0748,0.0368,-0.042,,-0.1022,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,pca_only,0.158,0.2167,0.0745,0.1561,0.1422,0.4123,-0.0019,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,per_cloud,0.1125,0.2168,0.1122,0.159,0.1045,0.9978,0.0465,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,background,0.1663,0.1256,0.0535,0.1333,0.072,-0.5659,-0.033,0.0128,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,raw,0.1946,0.0329,0.0748,0.0713,-0.042,,-0.1233,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,pca_only,0.2025,0.2167,0.0745,0.1398,0.1422,0.0993,-0.0627,0.0151,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,per_cloud,0.1634,0.2168,0.1122,0.1544,0.1045,0.511,-0.009,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,background,0.139,0.1256,0.0535,0.1273,0.072,-0.1868,-0.0117,0.0214,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,raw,0.1469,0.0329,0.0748,0.1091,-0.042,,-0.0378,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,pca_only,0.1535,0.2167,0.0745,0.0952,0.1422,0.4446,-0.0582,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,per_cloud,0.1946,0.2168,0.1122,0.13,0.1045,0.2121,-0.0646,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,background,0.2069,0.1238,0.0524,0.0784,0.0713,-1.1653,-0.1285,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,raw,0.1983,0.0329,0.0748,0.061,-0.042,,-0.1373,0.013,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,pca_only,0.2066,0.2167,0.0745,0.1388,0.1422,0.0705,-0.0679,0.0136,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,per_cloud,0.1641,0.2168,0.1122,0.1479,0.1045,0.504,-0.0161,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,background,0.126,0.1238,0.0524,0.1099,0.0713,-0.0319,-0.0161,0.0192,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,raw,0.1485,0.032,0.0753,0.0446,-0.0433,,-0.104,0.0147,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,pca_only,0.156,0.2172,0.075,0.1256,0.1421,0.4301,-0.0304,0.0152,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,per_cloud,0.1482,0.2178,0.0947,0.1219,0.1231,0.5651,-0.0263,0.0067,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,background,0.1378,0.1239,0.0521,0.117,0.0718,-0.1926,-0.0207,0.0102,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,raw,0.1357,0.0329,0.0748,0.0369,-0.042,,-0.0988,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,pca_only,0.1576,0.2167,0.0745,0.1461,0.1422,0.4157,-0.0114,0.0063,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,per_cloud,0.1116,0.2168,0.1122,0.1497,0.1045,1.0058,0.038,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,background,0.14,0.1238,0.0524,0.1297,0.0713,-0.2271,-0.0102,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,raw,0.1992,0.0329,0.0748,0.0659,-0.042,,-0.1334,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,pca_only,0.2075,0.2167,0.0745,0.1435,0.1422,0.0644,-0.064,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,per_cloud,0.1643,0.2168,0.1122,0.16,0.1045,0.502,-0.0043,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,background,0.1242,0.1238,0.0524,0.1109,0.0713,-0.0061,-0.0133,0.0216,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,raw,0.15,0.0329,0.0748,0.1017,-0.042,,-0.0483,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,pca_only,0.1584,0.2167,0.0745,0.0843,0.1422,0.4098,-0.0741,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,per_cloud,0.1963,0.2168,0.1122,0.135,0.1045,0.1957,-0.0613,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,background,0.2017,0.1232,0.0622,0.0759,0.061,-1.2872,-0.1259,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,raw,0.1919,0.0329,0.0748,0.0582,-0.042,,-0.1337,0.0123,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,pca_only,0.2,0.2167,0.0745,0.1389,0.1422,0.1171,-0.0611,0.0133,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,per_cloud,0.1648,0.2168,0.1122,0.1498,0.1045,0.4969,-0.015,0.0069,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,background,0.1241,0.1232,0.0622,0.1113,0.061,-0.0148,-0.0128,0.0198,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,raw,0.1529,0.032,0.0753,0.0429,-0.0433,,-0.11,0.0144,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,pca_only,0.1598,0.2172,0.075,0.126,0.1421,0.4038,-0.0337,0.0148,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,per_cloud,0.149,0.2178,0.0947,0.1223,0.1231,0.5586,-0.0267,0.0072,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,background,0.1487,0.1222,0.0626,0.1107,0.0596,-0.4455,-0.038,0.0112,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,raw,0.1277,0.0329,0.0748,0.0372,-0.042,,-0.0905,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,pca_only,0.1493,0.2167,0.0745,0.1472,0.1422,0.4739,-0.0021,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,per_cloud,0.1111,0.2168,0.1122,0.1507,0.1045,1.0111,0.0396,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,background,0.1467,0.1232,0.0622,0.1326,0.061,-0.3857,-0.0142,0.0117,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,raw,0.1924,0.0329,0.0748,0.0632,-0.042,,-0.1292,0.0146,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,pca_only,0.2007,0.2167,0.0745,0.1442,0.1422,0.1119,-0.0565,0.0157,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,per_cloud,0.1647,0.2168,0.1122,0.1643,0.1045,0.4977,-0.0005,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,background,0.1226,0.1232,0.0622,0.1124,0.061,0.0106,-0.0102,0.0217,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,raw,0.1688,0.0329,0.0748,0.0983,-0.042,,-0.0706,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,pca_only,0.1804,0.2167,0.0745,0.0793,0.1422,0.2549,-0.1012,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,per_cloud,0.2016,0.2168,0.1122,0.1453,0.1045,0.145,-0.0563,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,background,0.2254,0.1257,0.0567,0.0697,0.0689,-1.4473,-0.1557,0.0082,100,3584
