model,dataset,layer,token_source,metric,delta_rel,noise_floor,cloud_kind
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,thinking,per_cloud,0.098,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,thinking,background,0.2039,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,last,raw,0.0727,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,last,pca_only,0.0855,0.0033,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,last,per_cloud,0.0716,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,last,background,0.1211,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,all,raw,0.2277,0.0038,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,all,pca_only,0.2314,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,all,per_cloud,0.1086,0.0032,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,2,all,background,0.2392,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,input,raw,0.2486,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,input,pca_only,0.2491,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,input,per_cloud,0.1165,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,input,background,0.2572,0.0038,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,generated,raw,0.2084,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,generated,pca_only,0.2131,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,generated,per_cloud,0.1098,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,generated,background,0.228,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,thinking,raw,0.193,0.007,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,thinking,pca_only,0.1948,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,thinking,per_cloud,0.0978,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,thinking,background,0.2078,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,last,raw,0.0739,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,last,pca_only,0.0885,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,last,per_cloud,0.0721,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,last,background,0.1222,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,all,raw,0.2216,0.004,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,all,pca_only,0.2255,0.0039,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,all,per_cloud,0.1103,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,3,all,background,0.2334,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,input,raw,0.2452,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,input,pca_only,0.2458,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,input,per_cloud,0.1184,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,input,background,0.2532,0.0038,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,generated,raw,0.1948,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,generated,pca_only,0.2003,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,generated,per_cloud,0.1127,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,generated,background,0.2136,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,thinking,raw,0.1906,0.014,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,thinking,pca_only,0.1924,0.0141,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,thinking,per_cloud,0.0955,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,thinking,background,0.2002,0.0079,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,last,raw,0.0755,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,last,pca_only,0.0923,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,last,per_cloud,0.0766,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,last,background,0.124,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,all,raw,0.2119,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,all,pca_only,0.2168,0.0035,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,all,per_cloud,0.1117,0.003,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,4,all,background,0.2226,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,input,raw,0.2443,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,input,pca_only,0.245,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,input,per_cloud,0.117,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,input,background,0.2439,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,generated,raw,0.1868,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,generated,pca_only,0.1928,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,generated,per_cloud,0.1123,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,generated,background,0.21,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,thinking,raw,0.1816,0.0127,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,thinking,pca_only,0.1848,0.0131,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,thinking,per_cloud,0.0948,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,thinking,background,0.1932,0.0085,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,last,raw,0.0729,0.003,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,last,pca_only,0.0905,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,last,per_cloud,0.0803,0.0017,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,last,background,0.1254,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,all,raw,0.2062,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,all,pca_only,0.2115,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,all,per_cloud,0.1124,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,5,all,background,0.2187,0.004,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,input,raw,0.2382,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,input,pca_only,0.2391,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,input,per_cloud,0.1168,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,input,background,0.2472,0.0066,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,generated,raw,0.1793,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,generated,pca_only,0.1862,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,generated,per_cloud,0.1125,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,generated,background,0.2045,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,thinking,raw,0.1832,0.0093,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,thinking,pca_only,0.1873,0.0095,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,thinking,per_cloud,0.094,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,thinking,background,0.1985,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,last,raw,0.0815,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,last,pca_only,0.0995,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,last,per_cloud,0.0815,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,last,background,0.1295,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,all,raw,0.2,0.0049,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,all,pca_only,0.2056,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,all,per_cloud,0.1128,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,6,all,background,0.2149,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,input,raw,0.2305,0.0103,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,input,pca_only,0.2318,0.0102,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,input,per_cloud,0.1165,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,input,background,0.2336,0.0071,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,raw,0.176,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,pca_only,0.1823,0.0062,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,per_cloud,0.1126,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,background,0.2045,0.0068,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,raw,0.1796,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,pca_only,0.1833,0.0056,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,per_cloud,0.0928,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,background,0.1951,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,raw,0.0851,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,pca_only,0.1053,0.0061,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,per_cloud,0.083,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,background,0.1357,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,raw,0.1943,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,pca_only,0.2005,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,per_cloud,0.1129,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,background,0.2176,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,raw,0.2598,0.0075,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,pca_only,0.2616,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,per_cloud,0.1157,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,background,0.2527,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,raw,0.1769,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,pca_only,0.1844,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,per_cloud,0.1122,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,background,0.2081,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,raw,0.1852,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,pca_only,0.1892,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,per_cloud,0.092,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,background,0.203,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,raw,0.0879,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,pca_only,0.1085,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,per_cloud,0.0854,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,background,0.1354,0.003,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,raw,0.1945,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,pca_only,0.202,0.0056,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,per_cloud,0.1125,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,background,0.2211,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,raw,0.2687,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,pca_only,0.2708,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,per_cloud,0.1143,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,background,0.2472,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,raw,0.1813,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,pca_only,0.1892,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,per_cloud,0.1098,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,background,0.2097,0.0063,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,raw,0.1835,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,pca_only,0.1879,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,per_cloud,0.0912,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,background,0.2028,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,raw,0.0863,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,pca_only,0.1076,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,per_cloud,0.086,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,background,0.1331,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,raw,0.2,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,pca_only,0.2081,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,per_cloud,0.1121,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,background,0.2246,0.0056,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,raw,0.2219,0.0106,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,pca_only,0.2239,0.0104,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,per_cloud,0.1125,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,background,0.218,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,raw,0.1884,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,pca_only,0.1968,0.0061,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,per_cloud,0.1112,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,background,0.2105,0.007,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,raw,0.1905,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,pca_only,0.1949,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,per_cloud,0.0928,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,background,0.2054,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,raw,0.0965,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,pca_only,0.1168,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,per_cloud,0.0872,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,background,0.1362,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,raw,0.2025,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,pca_only,0.2102,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,per_cloud,0.1127,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,background,0.2214,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,raw,0.2619,0.0092,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,pca_only,0.2643,0.0094,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,per_cloud,0.1111,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,background,0.2421,0.0067,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,raw,0.2006,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,pca_only,0.2083,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,per_cloud,0.1114,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,background,0.2184,0.0066,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,raw,0.1898,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,pca_only,0.194,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,per_cloud,0.0928,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,background,0.2052,0.0036,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,raw,0.0977,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,pca_only,0.1189,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,per_cloud,0.0887,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,background,0.1376,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,raw,0.2099,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,pca_only,0.2183,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,per_cloud,0.1124,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,background,0.2267,0.006,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,raw,0.1893,0.0155,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,pca_only,0.1925,0.016,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,per_cloud,0.1098,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,background,0.2073,0.0132,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,raw,0.2033,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,pca_only,0.2115,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,per_cloud,0.1108,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,background,0.2232,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,raw,0.185,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,pca_only,0.19,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,per_cloud,0.0931,0.003,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,background,0.1997,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,raw,0.0978,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,pca_only,0.1203,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,per_cloud,0.0887,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,background,0.1378,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,raw,0.2119,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,pca_only,0.2202,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,per_cloud,0.1124,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,background,0.2319,0.0062,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,raw,0.1864,0.0062,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,pca_only,0.1894,0.0063,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,per_cloud,0.1105,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,background,0.2063,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,raw,0.2092,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,pca_only,0.2175,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,per_cloud,0.1094,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,background,0.2297,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,raw,0.1849,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,pca_only,0.1898,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,per_cloud,0.0921,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,background,0.1971,0.0034,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,raw,0.0986,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,pca_only,0.1218,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,per_cloud,0.0893,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,background,0.1382,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,raw,0.2165,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,pca_only,0.2243,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,per_cloud,0.1107,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,background,0.236,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,raw,0.1822,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,pca_only,0.1853,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,per_cloud,0.1114,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,background,0.199,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,raw,0.2139,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,pca_only,0.2215,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,per_cloud,0.1087,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,background,0.2293,0.0057,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,raw,0.1831,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,pca_only,0.1885,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,per_cloud,0.0918,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,background,0.1947,0.0035,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,raw,0.101,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,pca_only,0.1247,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,per_cloud,0.0914,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,background,0.14,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,raw,0.2223,0.0046,data
