model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,27,last,raw,0.0775,0.0329,0.0748,0.0393,-0.042,,-0.0382,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,pca_only,0.078,0.2167,0.0745,0.2017,0.1422,0.9752,0.1237,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,per_cloud,0.1461,0.2168,0.1122,0.1948,0.1045,0.6763,0.0487,0.0088,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,background,0.0537,0.1259,0.0696,0.1306,0.0563,1.283,0.0769,0.0039,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,raw,0.2643,0.0329,0.0748,0.078,-0.042,,-0.1862,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,pca_only,0.2761,0.2167,0.0745,0.1007,0.1422,-0.4182,-0.1754,0.013,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,per_cloud,0.2045,0.2168,0.1122,0.1522,0.1045,0.1173,-0.0524,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,background,0.2046,0.1259,0.0696,0.0781,0.0563,-1.396,-0.1265,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,raw,0.2243,0.0329,0.0748,0.1234,-0.042,,-0.1009,0.0115,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,pca_only,0.2298,0.2167,0.0745,0.1487,0.1422,-0.0924,-0.0811,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,per_cloud,0.2011,0.2168,0.1122,0.1699,0.1045,0.1502,-0.0311,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,background,0.213,0.1302,0.0751,0.1144,0.0551,-1.5026,-0.0986,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,raw,0.2724,0.0329,0.0748,0.0824,-0.042,,-0.1901,0.0109,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,pca_only,0.2792,0.2167,0.0745,0.1167,0.1422,-0.4402,-0.1625,0.0113,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,per_cloud,0.1984,0.2168,0.1122,0.1512,0.1045,0.1754,-0.0472,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,background,0.2067,0.1302,0.0751,0.0966,0.0551,-1.3877,-0.11,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,raw,0.2462,0.0329,0.0748,0.0422,-0.042,,-0.204,0.0125,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,pca_only,0.2495,0.2167,0.0745,0.1377,0.1422,-0.2308,-0.1117,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,per_cloud,0.1645,0.2168,0.1122,0.1324,0.1045,0.4998,-0.0321,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,background,0.2155,0.1302,0.0751,0.119,0.0551,-1.5479,-0.0965,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,raw,0.0815,0.0329,0.0748,0.0406,-0.042,,-0.0409,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,pca_only,0.0819,0.2167,0.0745,0.1941,0.1422,0.948,0.1122,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,per_cloud,0.1516,0.2168,0.1122,0.1883,0.1045,0.6236,0.0367,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,background,0.0708,0.1302,0.0751,0.1332,0.0551,1.0793,0.0624,0.0051,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,raw,0.2619,0.0329,0.0748,0.0982,-0.042,,-0.1638,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,pca_only,0.2693,0.2167,0.0745,0.1109,0.1422,-0.3701,-0.1583,0.0111,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,per_cloud,0.2037,0.2168,0.1122,0.1435,0.1045,0.1249,-0.0602,0.0057,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,background,0.212,0.1302,0.0751,0.1009,0.0551,-1.4843,-0.1111,0.0063,100,3584
