model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,27,thinking,pca_only,0.1928,0.2268,0.0758,0.158,0.151,0.225,-0.0348,0.0075,91,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,per_cloud,0.1487,0.2276,0.1002,0.1403,0.1273,0.6198,-0.0083,0.0083,91,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,background,0.1967,0.1289,0.0594,0.1468,0.0695,-0.975,-0.0499,0.0091,91,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,raw,0.2059,0.0329,0.0748,0.0337,-0.042,,-0.1722,0.0191,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,pca_only,0.2087,0.2167,0.0745,0.1119,0.1422,0.0558,-0.0968,0.0186,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,per_cloud,0.1443,0.2168,0.1122,0.1216,0.1045,0.6936,-0.0227,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,last,background,0.2368,0.1272,0.0577,0.1304,0.0694,-1.5787,-0.1064,0.0292,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,raw,0.2018,0.0329,0.0748,0.0654,-0.042,,-0.1364,0.0076,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,pca_only,0.217,0.2167,0.0745,0.1299,0.1422,-0.0026,-0.0871,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,per_cloud,0.1984,0.2168,0.1122,0.1517,0.1045,0.1762,-0.0467,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,all,background,0.2069,0.1272,0.0577,0.1005,0.0694,-1.1484,-0.1064,0.0054,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,raw,0.2456,0.0329,0.0748,0.0947,-0.042,,-0.1508,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,pca_only,0.2553,0.2167,0.0745,0.1262,0.1422,-0.2718,-0.1291,0.0113,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,per_cloud,0.2071,0.2168,0.1122,0.1862,0.1045,0.0928,-0.0209,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,input,background,0.2155,0.1299,0.0814,0.1215,0.0485,-1.7627,-0.094,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,raw,0.2233,0.0329,0.0748,0.0629,-0.042,,-0.1604,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,pca_only,0.2333,0.2167,0.0745,0.1195,0.1422,-0.1169,-0.1138,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,per_cloud,0.2054,0.2168,0.1122,0.1494,0.1045,0.1084,-0.056,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,generated,background,0.2078,0.1299,0.0814,0.102,0.0485,-1.6047,-0.1058,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,raw,0.2047,0.0322,0.0761,0.07,-0.0439,,-0.1347,0.0181,91,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,pca_only,0.2087,0.2268,0.0758,0.1851,0.151,0.1199,-0.0236,0.0183,91,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,per_cloud,0.1499,0.2276,0.1002,0.1542,0.1273,0.6101,0.0044,0.0079,91,3584
Qwen/Qwen2.5-7B,prontoqa,28,thinking,background,0.1938,0.1268,0.0813,0.1293,0.0455,-1.4731,-0.0644,0.0101,91,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,raw,0.243,0.0329,0.0748,0.0333,-0.042,,-0.2097,0.0299,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,pca_only,0.2455,0.2167,0.0745,0.1239,0.1422,-0.2028,-0.1215,0.0296,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,per_cloud,0.1536,0.2168,0.1122,0.1282,0.1045,0.6041,-0.0254,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,last,background,0.2109,0.1299,0.0814,0.1343,0.0485,-1.6674,-0.0765,0.0207,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,raw,0.2179,0.0329,0.0748,0.0791,-0.042,,-0.1389,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,pca_only,0.2272,0.2167,0.0745,0.1141,0.1422,-0.0744,-0.1131,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,per_cloud,0.2027,0.2168,0.1122,0.1492,0.1045,0.135,-0.0534,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,28,all,background,0.2076,0.1299,0.0814,0.1096,0.0485,-1.6007,-0.098,0.0053,100,3584
